DATE,STATION,LATITUDE,LONGITUDE,EVAP
1967-06-03,USC00287831,40.48333,-74.43333,9.1
1967-06-04,USC00287831,40.48333,-74.43333,8.1
1967-06-05,USC00287831,40.48333,-74.43333,7.9
1967-06-06,USC00287831,40.48333,-74.43333,7.6
1967-06-07,USC00287831,40.48333,-74.43333,8.1
1967-06-08,USC00287831,40.48333,-74.43333,6.4
1967-06-09,USC00287831,40.48333,-74.43333,7.9
1967-06-10,USC00287831,40.48333,-74.43333,7.6
1967-06-11,USC00287831,40.48333,-74.43333,6.6
1967-06-12,USC00287831,40.48333,-74.43333,9.7
1967-06-13,USC00287831,40.48333,-74.43333,5.8
1967-06-14,USC00287831,40.48333,-74.43333,7.1
1967-06-15,USC00287831,40.48333,-74.43333,3.8
1967-06-16,USC00287831,40.48333,-74.43333,4.1
1967-06-17,USC00287831,40.48333,-74.43333,9.4
1967-06-18,USC00287831,40.48333,-74.43333,9.1
1967-06-19,USC00287831,40.48333,-74.43333,
1967-06-20,USC00287831,40.48333,-74.43333,8.4
1967-06-21,USC00287831,40.48333,-74.43333,3.8
1967-06-22,USC00287831,40.48333,-74.43333,7.1
1967-06-23,USC00287831,40.48333,-74.43333,6.9
1967-06-24,USC00287831,40.48333,-74.43333,7.6
1967-06-25,USC00287831,40.48333,-74.43333,6.9
1967-06-26,USC00287831,40.48333,-74.43333,9.7
1967-06-27,USC00287831,40.48333,-74.43333,6.1
1967-06-28,USC00287831,40.48333,-74.43333,5.3
1967-06-29,USC00287831,40.48333,-74.43333,6.4
1967-06-30,USC00287831,40.48333,-74.43333,5.8
1967-07-01,USC00287831,40.48333,-74.43333,0.5
1967-07-02,USC00287831,40.48333,-74.43333,0.8
1967-07-03,USC00287831,40.48333,-74.43333,
1967-07-04,USC00287831,40.48333,-74.43333,6.9
1967-07-05,USC00287831,40.48333,-74.43333,3.3
1967-07-06,USC00287831,40.48333,-74.43333,8.6
1967-07-07,USC00287831,40.48333,-74.43333,4.8
1967-07-08,USC00287831,40.48333,-74.43333,4.8
1967-07-09,USC00287831,40.48333,-74.43333,4.8
1967-07-10,USC00287831,40.48333,-74.43333,4.3
1967-07-11,USC00287831,40.48333,-74.43333,5.6
1967-07-12,USC00287831,40.48333,-74.43333,6.9
1967-07-13,USC00287831,40.48333,-74.43333,7.4
1967-07-14,USC00287831,40.48333,-74.43333,
1967-07-15,USC00287831,40.48333,-74.43333,
1967-07-16,USC00287831,40.48333,-74.43333,
1967-07-17,USC00287831,40.48333,-74.43333,5.1
1967-07-18,USC00287831,40.48333,-74.43333,6.4
1967-07-19,USC00287831,40.48333,-74.43333,2.3
1967-07-20,USC00287831,40.48333,-74.43333,1.8
1967-07-21,USC00287831,40.48333,-74.43333,5.8
1967-07-22,USC00287831,40.48333,-74.43333,2.0
1967-07-23,USC00287831,40.48333,-74.43333,8.6
1967-07-24,USC00287831,40.48333,-74.43333,6.6
1967-07-25,USC00287831,40.48333,-74.43333,7.4
1967-07-26,USC00287831,40.48333,-74.43333,11.4
1967-07-27,USC00287831,40.48333,-74.43333,6.9
1967-07-28,USC00287831,40.48333,-74.43333,3.8
1967-07-29,USC00287831,40.48333,-74.43333,3.8
1967-07-30,USC00287831,40.48333,-74.43333,5.3
1967-07-31,USC00287831,40.48333,-74.43333,4.1
1967-08-01,USC00287831,40.48333,-74.43333,5.6
1967-08-02,USC00287831,40.48333,-74.43333,6.1
1967-08-03,USC00287831,40.48333,-74.43333,4.6
1967-08-04,USC00287831,40.48333,-74.43333,
1967-08-05,USC00287831,40.48333,-74.43333,
1967-08-06,USC00287831,40.48333,-74.43333,7.6
1967-08-07,USC00287831,40.48333,-74.43333,6.4
1967-08-08,USC00287831,40.48333,-74.43333,5.1
1967-08-09,USC00287831,40.48333,-74.43333,
1967-08-10,USC00287831,40.48333,-74.43333,8.1
1967-08-11,USC00287831,40.48333,-74.43333,7.4
1967-08-12,USC00287831,40.48333,-74.43333,4.8
1967-08-13,USC00287831,40.48333,-74.43333,4.8
1967-08-14,USC00287831,40.48333,-74.43333,3.6
1967-08-15,USC00287831,40.48333,-74.43333,5.1
1967-08-16,USC00287831,40.48333,-74.43333,5.8
1967-08-17,USC00287831,40.48333,-74.43333,5.6
1967-08-18,USC00287831,40.48333,-74.43333,5.3
1967-08-19,USC00287831,40.48333,-74.43333,6.9
1967-08-20,USC00287831,40.48333,-74.43333,8.9
1967-08-21,USC00287831,40.48333,-74.43333,3.3
1967-08-22,USC00287831,40.48333,-74.43333,6.1
1967-08-23,USC00287831,40.48333,-74.43333,4.3
1967-08-24,USC00287831,40.48333,-74.43333,3.3
1967-08-25,USC00287831,40.48333,-74.43333,
1967-08-26,USC00287831,40.48333,-74.43333,4.3
1967-08-27,USC00287831,40.48333,-74.43333,
1967-08-28,USC00287831,40.48333,-74.43333,
1967-08-29,USC00287831,40.48333,-74.43333,6.4
1967-08-30,USC00287831,40.48333,-74.43333,6.1
1967-08-31,USC00287831,40.48333,-74.43333,5.3
1967-09-01,USC00287831,40.48333,-74.43333,6.4
1967-09-02,USC00287831,40.48333,-74.43333,3.8
1967-09-03,USC00287831,40.48333,-74.43333,6.6
1967-09-04,USC00287831,40.48333,-74.43333,5.1
1967-09-05,USC00287831,40.48333,-74.43333,5.1
1967-09-06,USC00287831,40.48333,-74.43333,6.1
1967-09-07,USC00287831,40.48333,-74.43333,4.6
1967-09-08,USC00287831,40.48333,-74.43333,4.6
1967-09-09,USC00287831,40.48333,-74.43333,4.3
1967-09-10,USC00287831,40.48333,-74.43333,2.8
1967-09-11,USC00287831,40.48333,-74.43333,3.6
1967-09-12,USC00287831,40.48333,-74.43333,4.3
1967-09-13,USC00287831,40.48333,-74.43333,4.1
1967-09-14,USC00287831,40.48333,-74.43333,3.6
1967-09-15,USC00287831,40.48333,-74.43333,4.3
1967-09-16,USC00287831,40.48333,-74.43333,3.6
1967-09-17,USC00287831,40.48333,-74.43333,1.8
1967-09-18,USC00287831,40.48333,-74.43333,2.3
1967-09-19,USC00287831,40.48333,-74.43333,4.6
1967-09-20,USC00287831,40.48333,-74.43333,1.5
1967-09-21,USC00287831,40.48333,-74.43333,3.6
1967-09-22,USC00287831,40.48333,-74.43333,
1967-09-23,USC00287831,40.48333,-74.43333,6.4
1967-09-24,USC00287831,40.48333,-74.43333,1.3
1967-09-25,USC00287831,40.48333,-74.43333,2.0
1967-09-26,USC00287831,40.48333,-74.43333,4.1
1967-09-27,USC00287831,40.48333,-74.43333,3.8
1967-09-28,USC00287831,40.48333,-74.43333,1.0
1967-09-29,USC00287831,40.48333,-74.43333,
1967-09-30,USC00287831,40.48333,-74.43333,2.5
1967-10-01,USC00287831,40.48333,-74.43333,5.8
1967-10-02,USC00287831,40.48333,-74.43333,2.8
1967-10-03,USC00287831,40.48333,-74.43333,3.0
1967-10-04,USC00287831,40.48333,-74.43333,3.6
1967-10-05,USC00287831,40.48333,-74.43333,4.1
1967-10-06,USC00287831,40.48333,-74.43333,2.8
1967-10-07,USC00287831,40.48333,-74.43333,6.4
1967-10-08,USC00287831,40.48333,-74.43333,0.8
1967-10-09,USC00287831,40.48333,-74.43333,2.5
1967-10-10,USC00287831,40.48333,-74.43333,1.5
1967-10-11,USC00287831,40.48333,-74.43333,1.8
1967-10-12,USC00287831,40.48333,-74.43333,2.3
1967-10-13,USC00287831,40.48333,-74.43333,1.8
1967-10-14,USC00287831,40.48333,-74.43333,2.5
1967-10-15,USC00287831,40.48333,-74.43333,0.5
1967-10-16,USC00287831,40.48333,-74.43333,1.5
1967-10-17,USC00287831,40.48333,-74.43333,1.8
1967-10-18,USC00287831,40.48333,-74.43333,1.3
1967-10-19,USC00287831,40.48333,-74.43333,3.3
1967-10-20,USC00287831,40.48333,-74.43333,3.0
1967-10-21,USC00287831,40.48333,-74.43333,1.8
1967-10-22,USC00287831,40.48333,-74.43333,3.3
1967-10-23,USC00287831,40.48333,-74.43333,2.8
1967-10-24,USC00287831,40.48333,-74.43333,1.5
1967-10-25,USC00287831,40.48333,-74.43333,1.5
1967-10-26,USC00287831,40.48333,-74.43333,5.8
1967-10-27,USC00287831,40.48333,-74.43333,3.0
1967-10-28,USC00287831,40.48333,-74.43333,2.0
1967-10-29,USC00287831,40.48333,-74.43333,2.8
1967-10-30,USC00287831,40.48333,-74.43333,2.5
1967-10-31,USC00287831,40.48333,-74.43333,1.5
1967-11-01,USC00287831,40.48333,-74.43333,1.5
1967-11-02,USC00287831,40.48333,-74.43333,0.8
1967-11-03,USC00287831,40.48333,-74.43333,0.8
1967-11-04,USC00287831,40.48333,-74.43333,1.8
1967-11-06,USC00287831,40.48333,-74.43333,2.3
1967-11-07,USC00287831,40.48333,-74.43333,1.5
